transaction_id,customer_id,sku,product_name,line,date,qty,unit_price,revenue,channel,region,segment,campaign_group
T0002416,C00594,ALK-FB-05,10% Urea Fußcreme,Feet,2023-04-24,1,6.89,6.89,dm,Bayern,diabetic_care,control
T0002599,C00632,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-04-24,1,6.53,6.53,online,Niedersachsen,wellness_50plus,treatment
T0000833,C00212,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-04-25,3,6.97,20.91,pharmacy,Sachsen,traditional_55,control
T0000130,C00029,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-04-26,2,8.76,17.52,dm,Niedersachsen,diabetic_care,control
T0000257,C00062,ALK-CB-01,Ur Bonbons,Cough drops,2023-04-26,1,2.37,2.37,online,Berlin,athletes_25,control
T0000330,C00082,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2023-04-26,1,8.12,8.12,online,Berlin,young_active_women,treatment
T0000558,C00139,ALK-FB-05,10% Urea Fußcreme,Feet,2023-04-26,1,6.94,6.94,rossmann,Hamburg,diabetic_care,treatment
T0000560,C00140,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-04-26,1,5.99,5.99,online,Sachsen,athletes_25,treatment
T0001556,C00390,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-04-26,1,8.81,8.81,online,Niedersachsen,active_women_35,treatment
T0001566,C00392,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-04-26,1,11.49,11.49,pharmacy,Baden-Württemberg,wellness_50plus,treatment
T0001660,C00413,ALK-FB-06,Fußpflege Deospray,Feet,2023-04-26,2,6.39,12.78,dm,Niedersachsen,young_active_women,control
T0001769,C00438,ALK-LG-02,Bein Frische Gel,Legs,2023-04-26,1,8.59,8.59,pharmacy,Sachsen,traditional_55,control
T0002247,C00554,ALK-FB-06,Fußpflege Deospray,Feet,2023-04-26,1,5.81,5.81,rossmann,Hessen,young_active_women,treatment
T0002585,C00630,ALK-CB-01,Ur Bonbons,Cough drops,2023-04-26,3,2.42,7.26,online,NRW,active_women_35,control
T0002972,C00720,ALK-FB-05,10% Urea Fußcreme,Feet,2023-04-26,3,7.48,22.44,pharmacy,Niedersachsen,diabetic_care,control
T0000020,C00005,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-04-27,1,7.18,7.18,pharmacy,Hessen,diabetic_care,control
T0000302,C00075,ALK-FB-02,Sole Fußbad,Feet,2023-04-27,1,6.53,6.53,dm,Baden-Württemberg,wellness_50plus,treatment
T0000687,C00177,ALK-FB-05,10% Urea Fußcreme,Feet,2023-04-27,1,7.59,7.59,pharmacy,Niedersachsen,diabetic_care,control
T0001120,C00289,ALK-FB-06,Fußpflege Deospray,Feet,2023-04-27,2,6.08,12.16,dm,Niedersachsen,young_active_women,control
T0001953,C00485,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-04-27,1,9.78,9.78,online,Bayern,athletes_25,treatment
T0002021,C00500,ALK-FB-05,10% Urea Fußcreme,Feet,2023-04-27,1,7.03,7.03,pharmacy,Hamburg,traditional_55,treatment
T0000032,C00008,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-04-28,3,12.06,36.18,dm,NRW,active_women_35,treatment
T0001526,C00382,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-04-28,2,6.76,13.52,pharmacy,Sachsen,wellness_50plus,treatment
T0002241,C00552,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-04-28,1,6.91,6.91,pharmacy,Niedersachsen,wellness_50plus,treatment
T0000997,C00256,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2023-04-29,1,8.35,8.35,pharmacy,Berlin,wellness_50plus,control
T0001030,C00267,ALK-FB-01,Fuß Butter,Feet,2023-04-29,1,7.34,7.34,rossmann,Hamburg,wellness_50plus,control
T0001035,C00267,ALK-FB-01,Fuß Butter,Feet,2023-04-29,2,7.63,15.26,pharmacy,Hamburg,wellness_50plus,control
T0001169,C00301,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-04-29,2,7.3,14.6,pharmacy,NRW,wellness_50plus,treatment
T0000797,C00203,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-04-30,1,6.04,6.04,online,Niedersachsen,active_women_35,treatment
T0001388,C00352,ALK-FB-01,Fuß Butter,Feet,2023-04-30,1,7.73,7.73,pharmacy,Bayern,wellness_50plus,treatment
T0001588,C00397,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-04-30,1,6.77,6.77,pharmacy,Hessen,traditional_55,treatment
T0000888,C00228,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-01,3,8.42,25.26,online,Hessen,traditional_55,control
T0001103,C00286,ALK-FB-01,Fuß Butter,Feet,2023-05-01,1,7.58,7.58,online,Hamburg,diabetic_care,treatment
T0001164,C00299,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-01,2,9.21,18.42,online,Baden-Württemberg,wellness_50plus,control
T0001403,C00356,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-01,2,6.74,13.48,pharmacy,Niedersachsen,wellness_50plus,control
T0001771,C00439,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-01,3,8.54,25.62,pharmacy,Niedersachsen,athletes_25,treatment
T0003118,C00760,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-01,1,8.46,8.46,pharmacy,Hamburg,active_women_35,treatment
T0003276,C00796,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-01,1,11.02,11.02,pharmacy,Bayern,wellness_50plus,control
T0001271,C00324,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-02,1,7.04,7.04,rossmann,Niedersachsen,athletes_25,control
T0001303,C00333,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-02,1,7.15,7.15,pharmacy,Bayern,diabetic_care,treatment
T0001570,C00392,ALK-FB-01,Fuß Butter,Feet,2023-05-02,1,7.43,7.43,online,Baden-Württemberg,wellness_50plus,treatment
T0001846,C00459,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-02,1,11.23,11.23,online,Baden-Württemberg,active_women_35,treatment
T0001856,C00461,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-02,2,6.73,13.46,rossmann,Hamburg,wellness_50plus,control
T0002189,C00542,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-02,1,7.06,7.06,rossmann,Niedersachsen,traditional_55,treatment
T0002917,C00708,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-02,1,6.8,6.8,online,Hessen,young_active_women,control
T0000099,C00024,ALK-LG-02,Bein Frische Gel,Legs,2023-05-03,2,8.18,16.36,pharmacy,Berlin,active_women_35,control
T0001491,C00374,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2023-05-03,2,8.52,17.04,pharmacy,Hamburg,traditional_55,control
T0002095,C00516,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-03,1,6.79,6.79,dm,NRW,young_active_women,control
T0000122,C00028,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-04,3,8.6,25.8,dm,Sachsen,wellness_50plus,treatment
T0001318,C00336,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-04,2,5.66,11.32,online,NRW,athletes_25,control
T0002264,C00556,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-04,1,8.29,8.29,online,Sachsen,traditional_55,control
T0002791,C00678,ALK-FB-06,Fußpflege Deospray,Feet,2023-05-04,1,5.95,5.95,online,Hessen,athletes_25,control
T0003067,C00747,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-04,3,7.22,21.66,pharmacy,Baden-Württemberg,young_active_women,treatment
T0002069,C00511,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-05,1,6.77,6.77,pharmacy,Hamburg,diabetic_care,treatment
T0003167,C00770,ALK-CB-01,Ur Bonbons,Cough drops,2023-05-05,1,2.47,2.47,online,NRW,active_women_35,control
T0001051,C00271,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-06,1,7.28,7.28,pharmacy,Berlin,diabetic_care,treatment
T0001745,C00432,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-06,2,7.24,14.48,online,Hessen,young_active_women,control
T0003152,C00765,ALK-FB-06,Fußpflege Deospray,Feet,2023-05-06,2,5.88,11.76,pharmacy,Niedersachsen,diabetic_care,control
T0001194,C00306,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-07,1,11.7,11.7,pharmacy,Bayern,active_women_35,control
T0003127,C00761,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-07,1,6.03,6.03,online,NRW,athletes_25,control
T0001322,C00336,ALK-FB-01,Fuß Butter,Feet,2023-05-08,1,7.74,7.74,online,NRW,athletes_25,control
T0002253,C00555,ALK-LG-01,5 in 1 Beinlotion,Legs,2023-05-08,1,10.22,10.22,pharmacy,Sachsen,active_women_35,treatment
T0002256,C00555,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-08,3,11.32,33.96,dm,Sachsen,active_women_35,treatment
T0000592,C00150,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-09,1,9.58,9.58,dm,Sachsen,athletes_25,control
T0001997,C00494,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-09,3,7.18,21.54,rossmann,Niedersachsen,active_women_35,treatment
T0000366,C00090,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-10,1,7.0,7.0,pharmacy,NRW,diabetic_care,control
T0000873,C00226,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-10,3,7.59,22.77,online,Hessen,young_active_women,control
T0001075,C00277,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-10,2,8.16,16.32,rossmann,Hessen,athletes_25,control
T0001628,C00407,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-10,1,9.0,9.0,online,Hamburg,wellness_50plus,treatment
T0000405,C00100,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-11,1,8.15,8.15,online,Sachsen,active_women_35,control
T0001040,C00269,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-11,1,6.82,6.82,online,Bayern,wellness_50plus,control
T0001544,C00388,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-11,1,8.69,8.69,rossmann,Sachsen,active_women_35,treatment
T0002160,C00531,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-11,3,5.95,17.85,pharmacy,Sachsen,wellness_50plus,treatment
T0000276,C00066,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-12,1,7.33,7.33,pharmacy,NRW,wellness_50plus,control
T0000994,C00256,ALK-FB-02,Sole Fußbad,Feet,2023-05-12,1,6.4,6.4,dm,Berlin,wellness_50plus,control
T0002077,C00513,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-12,1,5.89,5.89,pharmacy,Baden-Württemberg,traditional_55,control
T0002887,C00699,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-12,1,5.85,5.85,pharmacy,NRW,traditional_55,control
T0002958,C00714,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-12,1,7.34,7.34,pharmacy,Baden-Württemberg,diabetic_care,control
T0003000,C00728,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-12,3,11.77,35.31,online,Hessen,active_women_35,treatment
T0001117,C00289,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-13,1,9.32,9.32,online,Niedersachsen,young_active_women,control
T0003202,C00780,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-13,1,8.66,8.66,online,Hessen,active_women_35,treatment
T0000781,C00199,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-14,2,9.68,19.36,online,Berlin,athletes_25,control
T0001188,C00305,ALK-FB-06,Fußpflege Deospray,Feet,2023-05-14,2,5.85,11.7,online,Berlin,athletes_25,treatment
T0001304,C00334,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-14,2,7.0,14.0,pharmacy,Berlin,diabetic_care,treatment
T0001551,C00389,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-14,1,7.06,7.06,pharmacy,Berlin,diabetic_care,treatment
T0001761,C00435,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2023-05-14,1,9.03,9.03,dm,Hessen,athletes_25,control
T0001928,C00480,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-14,2,7.2,14.4,online,Bayern,diabetic_care,control
T0002447,C00602,ALK-CB-01,Ur Bonbons,Cough drops,2023-05-14,1,2.5,2.5,online,Niedersachsen,traditional_55,control
T0002896,C00701,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-14,1,6.96,6.96,pharmacy,Baden-Württemberg,diabetic_care,control
T0000085,C00020,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-15,2,6.87,13.74,online,Bayern,young_active_women,control
T0001677,C00417,ALK-FB-01,Fuß Butter,Feet,2023-05-15,1,7.46,7.46,pharmacy,Baden-Württemberg,wellness_50plus,control
T0001780,C00441,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-16,1,8.61,8.61,dm,NRW,young_active_women,treatment
T0002347,C00576,ALK-FB-06,Fußpflege Deospray,Feet,2023-05-16,1,5.82,5.82,online,Sachsen,young_active_women,treatment
T0002822,C00684,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-16,1,6.96,6.96,online,Niedersachsen,young_active_women,treatment
T0003042,C00739,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-16,2,8.22,16.44,pharmacy,Hessen,active_women_35,control
T0000907,C00231,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-17,1,8.32,8.32,pharmacy,NRW,traditional_55,treatment
T0001087,C00279,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-17,2,6.94,13.88,online,NRW,diabetic_care,treatment
T0003155,C00766,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-17,2,11.58,23.16,online,Baden-Württemberg,wellness_50plus,treatment
T0001364,C00347,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-18,1,5.7,5.7,pharmacy,Hessen,traditional_55,treatment
T0001538,C00387,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-18,1,9.14,9.14,dm,Hamburg,athletes_25,control
T0001662,C00414,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2023-05-18,1,8.46,8.46,pharmacy,Baden-Württemberg,traditional_55,treatment
T0002605,C00634,ALK-LG-01,5 in 1 Beinlotion,Legs,2023-05-18,1,9.46,9.46,online,Berlin,wellness_50plus,treatment
T0000748,C00191,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-19,1,6.46,6.46,pharmacy,Niedersachsen,wellness_50plus,treatment
T0002107,C00519,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-19,1,8.8,8.8,online,Sachsen,active_women_35,treatment
T0002861,C00693,ALK-FB-01,Fuß Butter,Feet,2023-05-19,2,7.59,15.18,online,Hamburg,wellness_50plus,treatment
T0003114,C00758,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-19,2,6.72,13.44,rossmann,Sachsen,traditional_55,control
T0000236,C00055,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-20,1,7.01,7.01,pharmacy,Niedersachsen,wellness_50plus,control
T0001210,C00311,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-20,2,6.93,13.86,pharmacy,Hessen,diabetic_care,control
T0001356,C00346,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-20,3,7.34,22.02,pharmacy,Hessen,diabetic_care,treatment
T0001989,C00492,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-20,2,9.22,18.44,online,Sachsen,athletes_25,control
T0003286,C00799,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-20,3,7.09,21.27,pharmacy,Bayern,young_active_women,control
T0001517,C00381,ALK-FB-06,Fußpflege Deospray,Feet,2023-05-21,1,6.16,6.16,online,Hamburg,young_active_women,treatment
T0001746,C00432,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-21,1,8.15,8.15,rossmann,Hessen,young_active_women,control
T0002123,C00523,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-21,1,6.78,6.78,pharmacy,Niedersachsen,diabetic_care,control
T0002666,C00648,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-21,1,7.48,7.48,pharmacy,NRW,athletes_25,treatment
T0003075,C00749,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-21,1,7.16,7.16,online,Niedersachsen,young_active_women,treatment
T0000118,C00027,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-22,1,7.04,7.04,pharmacy,Bayern,diabetic_care,treatment
T0000609,C00155,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-22,3,6.88,20.64,online,Hessen,young_active_women,control
T0000624,C00160,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-22,2,7.01,14.02,rossmann,Hessen,traditional_55,treatment
T0000911,C00232,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-22,2,7.25,14.5,pharmacy,Berlin,traditional_55,control
T0001423,C00360,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-22,1,5.7,5.7,online,Baden-Württemberg,athletes_25,treatment
T0000555,C00139,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-23,1,6.98,6.98,online,Hamburg,diabetic_care,treatment
T0001328,C00338,ALK-FB-06,Fußpflege Deospray,Feet,2023-05-23,3,6.31,18.93,online,Hessen,young_active_women,control
T0002094,C00516,ALK-FB-01,Fuß Butter,Feet,2023-05-23,1,7.92,7.92,online,NRW,young_active_women,control
T0002177,C00537,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-23,1,6.94,6.94,online,Hessen,diabetic_care,control
T0003092,C00752,ALK-FB-02,Sole Fußbad,Feet,2023-05-23,2,6.78,13.56,pharmacy,Sachsen,wellness_50plus,treatment
T0000007,C00002,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-24,1,9.11,9.11,pharmacy,Baden-Württemberg,active_women_35,control
T0000036,C00010,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-24,1,8.13,8.13,dm,Berlin,wellness_50plus,control
T0001373,C00349,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-24,1,7.02,7.02,rossmann,Niedersachsen,athletes_25,treatment
T0002093,C00515,ALK-FB-01,Fuß Butter,Feet,2023-05-24,1,7.39,7.39,online,Hessen,diabetic_care,control
T0002426,C00597,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-24,1,8.67,8.67,rossmann,Hessen,active_women_35,treatment
T0002644,C00643,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-24,1,8.74,8.74,online,Sachsen,young_active_women,treatment
T0003005,C00729,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-24,2,6.78,13.56,pharmacy,Niedersachsen,diabetic_care,control
T0003064,C00745,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-24,3,11.72,35.16,pharmacy,Hessen,active_women_35,control
T0003192,C00777,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-24,1,5.82,5.82,online,Berlin,athletes_25,treatment
T0000459,C00113,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-25,2,7.29,14.58,online,Sachsen,active_women_35,treatment
T0001305,C00334,ALK-CB-01,Ur Bonbons,Cough drops,2023-05-25,1,2.48,2.48,pharmacy,Berlin,diabetic_care,treatment
T0001417,C00358,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-25,1,11.91,11.91,online,Baden-Württemberg,active_women_35,treatment
T0001698,C00421,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-25,1,6.59,6.59,rossmann,Bayern,young_active_women,control
T0002344,C00575,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-25,2,5.75,11.5,pharmacy,Niedersachsen,traditional_55,control
T0002607,C00635,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-25,2,11.73,23.46,pharmacy,Sachsen,diabetic_care,treatment
T0002740,C00666,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-25,1,7.06,7.06,online,Sachsen,diabetic_care,control
T0003050,C00740,ALK-LG-02,Bein Frische Gel,Legs,2023-05-25,1,8.39,8.39,online,Berlin,active_women_35,control
T0003201,C00780,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-25,1,8.7,8.7,online,Hessen,active_women_35,treatment
T0000589,C00149,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-26,1,8.42,8.42,dm,Sachsen,active_women_35,control
T0001740,C00430,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-26,2,8.76,17.52,dm,Niedersachsen,young_active_women,treatment
T0002203,C00544,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-26,3,5.93,17.79,online,Baden-Württemberg,athletes_25,treatment
T0002465,C00607,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-26,2,8.94,17.88,pharmacy,Hessen,traditional_55,control
T0003089,C00751,ALK-LG-02,Bein Frische Gel,Legs,2023-05-26,1,8.2,8.2,dm,Hamburg,young_active_women,treatment
T0000375,C00092,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-27,2,6.56,13.12,dm,Hessen,wellness_50plus,treatment
T0000510,C00129,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2023-05-27,3,8.47,25.41,dm,Sachsen,traditional_55,control
T0000869,C00224,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-27,1,6.98,6.98,online,Bayern,young_active_women,control
T0000941,C00239,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-27,1,7.01,7.01,online,Hamburg,active_women_35,treatment
T0002624,C00638,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-27,1,6.12,6.12,dm,Baden-Württemberg,athletes_25,control
T0000657,C00167,ALK-FB-01,Fuß Butter,Feet,2023-05-28,1,7.44,7.44,online,Niedersachsen,diabetic_care,treatment
T0001665,C00414,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-28,2,11.56,23.12,pharmacy,Baden-Württemberg,traditional_55,treatment
T0001753,C00434,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-28,3,9.13,27.39,dm,Niedersachsen,athletes_25,control
T0001973,C00490,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2023-05-28,1,9.28,9.28,rossmann,Berlin,athletes_25,treatment
T0002125,C00524,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-28,1,8.11,8.11,online,NRW,diabetic_care,control
T0003148,C00765,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-28,1,7.38,7.38,pharmacy,Niedersachsen,diabetic_care,control
T0003235,C00788,ALK-FB-05,10% Urea Fußcreme,Feet,2023-05-28,2,6.92,13.84,pharmacy,Sachsen,traditional_55,control
T0000060,C00014,ALK-FB-06,Fußpflege Deospray,Feet,2023-05-29,1,6.17,6.17,online,Baden-Württemberg,young_active_women,control
T0000139,C00031,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-29,3,6.72,20.16,online,Berlin,young_active_women,control
T0000614,C00157,ALK-FB-02,Sole Fußbad,Feet,2023-05-29,2,6.3,12.6,pharmacy,Baden-Württemberg,diabetic_care,control
T0002250,C00554,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-29,1,9.09,9.09,online,Hessen,young_active_women,treatment
T0000077,C00018,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-30,1,9.4,9.4,online,Hessen,diabetic_care,treatment
T0000094,C00024,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-30,1,8.78,8.78,online,Berlin,active_women_35,control
T0000506,C00128,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-30,3,8.25,24.75,pharmacy,Hamburg,traditional_55,control
T0000531,C00133,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-30,1,5.72,5.72,pharmacy,Hessen,traditional_55,treatment
T0002229,C00551,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-30,1,8.27,8.27,pharmacy,Hessen,active_women_35,control
T0002990,C00725,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-05-30,1,6.07,6.07,pharmacy,Niedersachsen,traditional_55,control
T0000565,C00142,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-05-31,2,6.69,13.38,pharmacy,Niedersachsen,traditional_55,control
T0001382,C00351,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-31,1,6.91,6.91,pharmacy,Hamburg,diabetic_care,control
T0001854,C00461,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-05-31,2,9.63,19.26,pharmacy,Hamburg,wellness_50plus,control
T0002349,C00577,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-05-31,1,11.55,11.55,dm,Baden-Württemberg,athletes_25,treatment
T0003025,C00734,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-05-31,1,6.75,6.75,pharmacy,Baden-Württemberg,diabetic_care,control
T0003068,C00747,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-05-31,2,8.34,16.68,online,Baden-Württemberg,young_active_women,treatment
T0000490,C00124,ALK-FB-06,Fußpflege Deospray,Feet,2023-06-01,1,6.01,6.01,pharmacy,Hessen,young_active_women,treatment
T0000818,C00209,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-06-01,1,9.2,9.2,online,Berlin,athletes_25,control
T0000906,C00231,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2023-06-01,1,8.67,8.67,dm,NRW,traditional_55,treatment
T0003221,C00785,ALK-FB-06,Fußpflege Deospray,Feet,2023-06-01,2,5.99,11.98,online,Niedersachsen,athletes_25,control
T0000230,C00054,ALK-FB-06,Fußpflege Deospray,Feet,2023-06-02,3,5.83,17.49,pharmacy,Hamburg,young_active_women,control
T0000420,C00104,ALK-LG-01,5 in 1 Beinlotion,Legs,2023-06-02,1,9.96,9.96,pharmacy,Berlin,active_women_35,treatment
T0000492,C00124,ALK-FB-06,Fußpflege Deospray,Feet,2023-06-02,1,5.98,5.98,pharmacy,Hessen,young_active_women,treatment
T0001703,C00422,ALK-LG-01,5 in 1 Beinlotion,Legs,2023-06-02,1,9.52,9.52,pharmacy,Sachsen,diabetic_care,control
T0002646,C00644,ALK-FB-06,Fußpflege Deospray,Feet,2023-06-02,1,6.39,6.39,online,Baden-Württemberg,young_active_women,treatment
T0000791,C00201,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-06-03,1,11.92,11.92,online,Baden-Württemberg,active_women_35,treatment
T0001444,C00364,ALK-LG-02,Bein Frische Gel,Legs,2023-06-03,1,8.39,8.39,dm,Baden-Württemberg,active_women_35,treatment
T0002442,C00601,ALK-FB-06,Fußpflege Deospray,Feet,2023-06-03,1,5.98,5.98,online,Berlin,young_active_women,control
T0000329,C00081,ALK-FB-04,Hornhaut Entferner Maske,Feet,2023-06-04,1,8.1,8.1,pharmacy,Baden-Württemberg,active_women_35,control
T0000978,C00251,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2023-06-04,1,8.7,8.7,pharmacy,Niedersachsen,athletes_25,control
T0001589,C00398,ALK-LG-01,5 in 1 Beinlotion,Legs,2023-06-04,1,9.84,9.84,rossmann,Niedersachsen,traditional_55,control
